,MATNO,GENDER,N FAIL,C FAIL,FAILED COURSES,TMC 211,PHY 232,MAT 213,MAT 212,GST 211,EDS 211,ECN 111,DLD 111,CSC 216,CSC 214,CSC 213,CSC 211,CIT 211,TOT WTS,TOT UNIT,GPA,PRE WTS,PRE UNIT,CUMWTS,CUMUNIT,CGPA,STAND,CLASS
110,6850b5c135b0cc6078a83845b73b4447,F,2.0,3.0,CSC214 (3C); TMC212 (0V),90.0,78.0,,84.0,54.0,70.0,,67.0,67.0,0.0,75.0,73.0,61.0,125.0,30.0,4.17,218.0,46.0,343.0,76.0,4.51,GS,1st
111,037d343c6ff981005bf728a9b3ed2bce,F,,,,,,,,,,,,,,,,,,,,,,,,,,
112,d613cf2e1679dcffa5a19fff0f42031b,F,2.0,3.0,CSC213 (3C); TMC212 (0V),60.0,58.0,62.0,60.0,47.0,62.0,,57.0,50.0,63.0,32.0,46.0,69.0,90.0,31.0,2.9,166.0,46.0,256.0,77.0,3.32,GS,2|2
113,909256938cd2a2a0a50021df3f64337f,M,1.0,0.0,TMC212 (0V),87.0,92.0,86.0,92.0,48.0,76.0,,54.0,83.0,84.0,65.0,70.0,67.0,136.0,29.0,4.69,226.0,48.0,362.0,77.0,4.7,GS,1st
114,18f54ae101af4df7557481519df5eba8,M,2.0,1.0,PHY129 (1C); TMC212 (0V),69.0,70.0,,68.0,48.0,74.0,,62.0,76.0,76.0,56.0,66.0,48.0,97.0,25.0,3.88,209.0,49.0,306.0,74.0,4.14,GS,2|1
115,aa85dda840402aac8ea972a7665e3eb7,M,5.0,12.0,"CSC213 (3C); CSC214 (3C); MAT212 (3C); PHY232 (3C);
TMC212 (0V)",85.0,39.0,,40.0,55.0,65.0,63.0,66.0,61.0,0.0,0.0,45.0,62.0,45.0,25.0,1.8,199.0,49.0,244.0,74.0,3.3,GS,2|2
116,413e879850ebf34f016c8323b2ed13a2,M,5.0,11.0,"CSC111 (3C); CSC213 (3C); GST122 (2U); PHY232 (3C);
TMC212 (0V)",80.0,35.0,,50.0,64.0,75.0,46.0,71.0,48.0,51.0,32.0,46.0,45.0,69.0,31.0,2.23,180.0,49.0,249.0,80.0,3.11,GS,2|2
117,7defdaea8e6dfad28df3d9f126369003,,2.0,3.0,CSC213 (3C); TMC212 (0V),80.0,45.0,55.0,58.0,56.0,71.0,,70.0,61.0,62.0,35.0,55.0,64.0,94.0,30.0,3.13,182.0,46.0,276.0,76.0,3.63,GS,2|1
118,c6bdea512ee954e3d433dd3a70c385a4,,6.0,15.0,"CSC213 (3C); CSC214 (3C); CSC216 (3C); MAT121 (3C);
PHY232 (3C); TMC212 (0V)",73.0,32.0,,47.0,48.0,68.0,55.0,60.0,40.0,0.0,43.0,55.0,53.0,37.0,25.0,1.48,182.0,51.0,219.0,76.0,2.88,GS,2|2
119,fc2d9e932d7b0bec892f16c362667ba4,,10.0,24.0,"CIT221 (0V); CSC121 (3C); CSC214 (3C); CSC223 (3C); CSC224 (2C);
CSC226 (2E); CSC227 (2C);
CSC231 (3E); MIS221 (3E); PHY232 (3C)",,32.0,,,,,,,54.0,0.0,,,,9.0,12.0,0.75,251.0,106.0,260.0,118.0,2.2,NGS,3rd
120,0d21c732b1737277bced6dcefb19aa5d,,11.0,28.0,"CIT221 (0V); CSC125 (3C); CSC213 (3C); CSC214 (3C); CSC216 (3C);
CSC221 (3C); CSC223 (3C); CSC224 (2C); CSC227 (2C);
MAT212 (3C); PHY232 (3C)",,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,15.0,0.0,226.0,106.0,226.0,121.0,1.87,NGS,3rd
121,91b41149c02798634a5d3aa0b3b6e793,,13.0,31.0,"CIT121 (0C); CIT221 (0V); CSC211 (3C); CSC213 (3C); CSC214 (3C); CSC216 (3C); CSC221 (3C);
CSC224 (2C); CSC227 (2C); MAT212 (3C); MIS221 (3E); PHY121
(3C); PHY232 (3C)",,0.0,,19.0,,,,,21.0,0.0,0.0,26.0,,0.0,18.0,0.0,200.0,103.0,200.0,121.0,1.65,NGS,3rd
122,f406218d52e9d31d82b8671974eadd2a,,6.0,18.0,"CSC111 (3C); CSC213 (3C);
CSC214 (3C); CSC231 (3E); MAT213 (3E); PHY232 (3C)",,0.0,0.0,,52.0,,,,,0.0,0.0,46.0,,16.0,25.0,0.64,152.0,82.0,168.0,107.0,1.57,GS,3rd
123,87360053cddc889d6bbe88ce4aa20b84,,18.0,41.0,"ACC111 (2E); CHM119 (1C); CIT221 (0V); CSC111 (3C); CSC214 (3C);
CSC216 (3C); CSC221 (3C); CSC223 (3C); CSC224 (2C); CSC225 (3C); CSC226 (2E); CSC227 (2C); GST211 (2U);
GST222 (2U); MAT212 (3C); MIS221
(3E); PHY129 (1C); PHY232 (3C)",,,,1.0,,,,,10.0,0.0,,45.0,,6.0,15.0,0.4,176.0,103.0,182.0,118.0,1.54,NGS,3rd
124,884aad35248fadf353856529ec514ff2,,12.0,22.0,"CIT121 (0C); CSC111 (3C); CSC211 (3C); CSC213 (3C); CSC214 (3C);
CSC231 (3E); DLD111 (0V); EDS211 (1V); MAT122 (2C); MAT212 (3C);
TMC211 (1V); TMC212 (0V)",0.0,,,34.0,45.0,0.0,,0.0,,0.0,0.0,0.0,53.0,8.0,24.0,0.33,146.0,88.0,154.0,112.0,1.38,NGS,Fail
